Date : 2025-12-29 21:25:22
Directory : c:\Dev\docdoc\lib
Total : 54 files,  2473 codes, 112 comments, 276 blanks, all 2861 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| filename                                                                                      | language | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| c:\Dev\docdoc\lib\constants\assets.dart                                                       | Dart     |         54 |        103 |         53 |        210 |
| c:\Dev\docdoc\lib\core\helpers\on_generate_route.dart                                         | Dart     |         44 |          0 |          4 |         48 |
| c:\Dev\docdoc\lib\core\utils\app_styles.dart                                                  | Dart     |         57 |          7 |         12 |         76 |
| c:\Dev\docdoc\lib\core\utils\size_config.dart                                                 | Dart     |         10 |          0 |          4 |         14 |
| c:\Dev\docdoc\lib\core\widgets\custom_button.dart                                             | Dart     |         32 |          0 |          3 |         35 |
| c:\Dev\docdoc\lib\features\auth\presentation\manager\cubits\otp_cubit\otp_cubit.dart          | Dart     |         13 |          0 |          6 |         19 |
| c:\Dev\docdoc\lib\features\auth\presentation\manager\cubits\otp_cubit\otp_state.dart          | Dart     |          5 |          0 |          4 |          9 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\face_id_view.dart                          | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\fill_your_profile_view.dart                | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\forget_password_view.dart                  | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\otp_verfication_view.dart                  | Dart     |         17 |          0 |          2 |         19 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\sigh_in_view.dart                          | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\sign_up_view.dart                          | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\CustomOtpTextFormField.dart        | Dart     |         58 |          0 |          4 |         62 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\country_text_field.dart            | Dart     |         50 |          0 |          5 |         55 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\custom_check_box.dart              | Dart     |         61 |          0 |          7 |         68 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\custom_sign_in_container_icon.dart | Dart     |         18 |          0 |          2 |         20 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\custom_text_field.dart             | Dart     |         31 |          0 |          3 |         34 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\face_id_view_body.dart             | Dart     |         66 |          1 |          3 |         70 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\fill_your_profile_view_body.dart   | Dart     |         73 |          0 |          3 |         76 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\forget_password_view_body.dart     | Dart     |         54 |          0 |          3 |         57 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\otp_form.dart                      | Dart     |         49 |          0 |          7 |         56 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\otp_verfication_view_body.dart     | Dart     |         64 |          0 |          4 |         68 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\sign_in_view_body.dart             | Dart     |        235 |          0 |          8 |        243 |
| c:\Dev\docdoc\lib\features\auth\presentation\views\widgets\sign_up_view_body.dart             | Dart     |        201 |          0 |          7 |        208 |
| c:\Dev\docdoc\lib\features\home\domain\entities\doctor_speciality_entity.dart                 | Dart     |         23 |          0 |          4 |         27 |
| c:\Dev\docdoc\lib\features\home\presentation\views\doctor_speciality_view.dart                | Dart     |         10 |          0 |          4 |         14 |
| c:\Dev\docdoc\lib\features\home\presentation\views\find_nearby_view.dart                      | Dart     |         10 |          0 |          4 |         14 |
| c:\Dev\docdoc\lib\features\home\presentation\views\home_view.dart                             | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\home\presentation\views\notification_view.dart                     | Dart     |         10 |          0 |          4 |         14 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\custom_home_app_bar.dart           | Dart     |         51 |          0 |          5 |         56 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\custom_nearby_text_field.dart      | Dart     |         21 |          0 |          3 |         24 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\doctor_speciality_app_bar.dart     | Dart     |         40 |          0 |          3 |         43 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\doctor_speciality_section.dart     | Dart     |         60 |          0 |          5 |         65 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\doctor_speciality_view_body.dart   | Dart     |         57 |          0 |          4 |         61 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\find_nearby_app_bar.dart           | Dart     |         28 |          0 |          3 |         31 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\find_nearby_doctor_card.dart       | Dart     |         61 |          0 |          3 |         64 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\find_nearby_search_bar.dart        | Dart     |         43 |          0 |          3 |         46 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\find_nearby_section.dart           | Dart     |         88 |          0 |          5 |         93 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\find_nearby_view_body.dart         | Dart     |         39 |          1 |          3 |         43 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\home_view_body.dart                | Dart     |         42 |          0 |          3 |         45 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\notification_alert.dart            | Dart     |         37 |          0 |          4 |         41 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\notification_view_app_bar.dart     | Dart     |         58 |          0 |          3 |         61 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\notification_view_body.dart        | Dart     |        188 |          0 |         13 |        201 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\recommendation_doctor_card.dart    | Dart     |         62 |          0 |          3 |         65 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\recommendation_doctor_header.dart  | Dart     |         33 |          0 |          3 |         36 |
| c:\Dev\docdoc\lib\features\home\presentation\views\widgets\speciality_icon_widget.dart        | Dart     |         37 |          0 |          5 |         42 |
| c:\Dev\docdoc\lib\features\main\domain\entites\bottom_navigation_bar_entity.dart              | Dart     |         22 |          0 |          4 |         26 |
| c:\Dev\docdoc\lib\features\main\presentation\views\main_view.dart                             | Dart     |         40 |          0 |          6 |         46 |
| c:\Dev\docdoc\lib\features\main\presentation\views\widgets\custom_bottom_navigation_bar.dart  | Dart     |         91 |          0 |         10 |        101 |
| c:\Dev\docdoc\lib\features\main\presentation\views\widgets\main_view_body.dart                | Dart     |         10 |          0 |          4 |         14 |
| c:\Dev\docdoc\lib\features\on_boarding\presentation\views\widgets\on_boarding_view.dart       | Dart     |         10 |          0 |          2 |         12 |
| c:\Dev\docdoc\lib\features\on_boarding\presentation\views\widgets\on_boarding_view_body.dart  | Dart     |         31 |          0 |          3 |         34 |
| c:\Dev\docdoc\lib\main.dart                                                                   | Dart     |         19 |          0 |          4 |         23 |
| Total                                                                                         |          |      2,473 |        112 |        276 |      2,861 |
+-----------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
